Date,Timestamp,Machine_ID,Operation_Mode,Temperature_C,Vibration_Hz,Power_Consumption_kW,Network_Latency_ms,Packet_Loss_%,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%,Efficiency_Status,Network_Stability_Index,Latency_Sensitivity_Score
28-01-2025,13:26:00,5,Idle,66.417,2.392,7.633,1.435,1.091,5.641,212.267,0.539,5.104,Low,87.655,87.17330595482545
28-01-2025,13:27:00,19,Active,56.675,1.91,9.858,41.178,3.654,1.257,246.19,0.543,5.744,Low,22.28200000000001,5.836929204798711
28-01-2025,13:28:00,43,Idle,35.078,0.767,6.218,6.418,2.712,0.609,383.521,0.798,2.692,Medium,66.46199999999999,51.70140199514694
28-01-2025,13:29:00,42,Active,79.049,2.759,5.005,42.105,2.364,6.249,495.451,0.589,8.665,Low,34.254999999999995,11.49404941422109
28-01-2025,13:30:00,35,Maintenance,88.637,1.597,8.96,33.013,2.479,3.088,209.159,0.7,14.453,Low,42.197,6.149384059036251
28-01-2025,13:31:00,22,Maintenance,78.497,3.39,7.039,30.54,4.793,3.154,341.818,0.2,2.087,Medium,21.53,10.837603043753964
28-01-2025,13:32:00,24,Idle,45.49,1.607,2.809,5.406,3.551,6.676,234.823,0.103,3.137,Medium,59.083999999999996,36.65672806743678
28-01-2025,13:33:00,10,Maintenance,48.327,4.251,8.692,35.586,0.316,6.953,310.265,0.337,11.544,Low,61.254000000000005,8.480429672552342
28-01-2025,13:34:00,2,Active,73.262,0.264,8.69,26.581,2.639,6.696,415.527,0.593,6.003,Low,47.029,15.065697400384323
28-01-2025,13:35:00,28,Active,67.007,0.355,4.336,38.492,2.626,0.116,86.323,0.474,1.104,Low,35.248000000000005,2.185835105844222
28-01-2025,13:36:00,41,Active,50.629,1.122,3.574,27.918,4.995,6.113,195.662,0.185,13.931,Low,22.132000000000005,6.766097240473062
28-01-2025,13:37:00,37,Active,44.449,0.296,2.883,28.091,3.41,3.598,71.155,0.714,6.085,Low,37.809,2.4459454814203707
28-01-2025,13:38:00,17,Active,50.26,3.831,6.188,13.534,0.501,1.265,134.465,0.937,7.166,Low,81.45599999999999,9.251754506674006
28-01-2025,13:39:00,6,Idle,75.229,3.287,8.375,12.422,1.217,9.476,448.089,0.787,14.863,Low,75.408,33.38466696468485
28-01-2025,13:40:00,43,Idle,78.276,1.157,5.906,17.544,2.093,5.791,438.948,0.026,8.434,Low,61.525999999999996,23.670621225194132
28-01-2025,13:41:00,5,Maintenance,50.5,0.614,4.936,16.022,0.28,4.373,173.062,0.861,1.527,Low,81.178,10.166960404182824
28-01-2025,13:42:00,39,Active,64.875,1.45,3.388,47.841,1.454,2.948,148.718,0.038,4.682,Low,37.619,3.044941749759423
28-01-2025,13:43:00,7,Active,33.002,1.885,2.158,4.454,4.644,3.919,384.868,0.619,3.309,Medium,49.105999999999995,70.56618995232857
28-01-2025,13:44:00,32,Idle,51.28,4.011,4.142,37.094,4.836,7.908,332.516,0.022,14.868,Low,14.545999999999992,8.728828686932326
28-01-2025,13:45:00,4,Maintenance,61.982,1.574,5.835,12.343,1.048,6.391,429.305,0.648,13.255,Low,77.17699999999999,32.17454845237203
28-01-2025,13:46:00,21,Idle,85.321,2.522,8.835,3.448,2.354,4.164,487.811,0.243,1.474,High,73.012,109.66973920863308
28-01-2025,13:47:00,42,Idle,33.244,1.191,4.083,25.304,3.145,0.553,298.123,0.982,10.371,Low,43.246,11.333751520681265
28-01-2025,13:48:00,32,Active,76.364,2.322,5.505,48.647,3.786,4.324,471.712,0.978,2.244,Medium,13.492999999999995,9.501319314359378
28-01-2025,13:49:00,18,Active,65.902,3.092,8.193,5.817,1.086,8.223,361.359,0.473,9.969,Low,83.32300000000001,53.00850814141118
28-01-2025,13:50:00,33,Active,48.31,3.19,9.14,37.608,0.148,4.513,384.285,0.39,9.322,Low,60.912000000000006,9.953507045171987
28-01-2025,13:51:00,14,Active,74.352,3.75,4.158,36.576,4.804,6.617,58.274,0.929,4.043,Low,15.383999999999986,1.5508303172237599
28-01-2025,13:52:00,6,Active,38.167,3.646,6.284,18.267,1.128,7.843,333.103,0.732,11.277,Low,70.453,17.28878393107386
28-01-2025,13:53:00,11,Idle,70.879,4.657,5.282,7.199,1.016,6.927,473.42,0.643,6.248,Low,82.64099999999999,57.74118794974997
28-01-2025,13:54:00,46,Active,30.955,2.365,4.704,47.315,0.681,1.611,323.823,0.697,0.61,Medium,45.875,6.7023284694194345
28-01-2025,13:55:00,20,Idle,43.956,1.104,8.356,9.606,1.481,6.536,437.027,0.375,12.598,Low,75.584,41.20563831793324
28-01-2025,13:56:00,29,Active,46.093,3.447,5.271,3.272,2.4,0.436,76.48,0.973,11.754,Low,72.72800000000001,17.90262172284644
28-01-2025,13:57:00,35,Idle,34.966,1.928,9.602,17.939,1.459,6.079,390.329,0.536,6.331,Low,67.471,20.609799883837585
28-01-2025,13:58:00,16,Active,46.098,1.834,9.343,8.674,4.34,3.332,308.067,0.719,0.356,Medium,47.926,31.844841844118257
28-01-2025,13:59:00,48,Active,76.129,2.783,4.716,30.142,0.134,5.007,347.74,0.878,12.07,Low,68.518,11.16627063130178
28-01-2025,14:00:00,7,Active,30.831,4.827,5.806,38.511,3.8,9.125,305.632,0.282,6.764,Low,23.489000000000004,7.73536483510921
28-01-2025,14:01:00,40,Maintenance,58.069,2.036,7.125,40.568,2.833,0.461,300.879,0.782,7.261,Low,31.102000000000004,7.238236143187068
28-01-2025,14:02:00,36,Active,60.645,0.388,6.441,9.922,2.354,4.568,460.128,0.088,5.555,Low,66.538,42.128547885002746
28-01-2025,14:03:00,44,Maintenance,75.556,3.016,5.955,8.104,0.301,6.667,442.207,0.606,1.597,High,88.886,48.5728251318102
28-01-2025,14:04:00,44,Idle,85.098,2.883,9.871,46.578,4.071,4.047,272.832,0.218,8.573,Low,12.712000000000003,5.734415065786708
28-01-2025,14:05:00,31,Active,74.327,3.052,5.059,47.14,4.049,8.314,93.8,0.128,13.153,Low,12.370000000000005,1.948483589530536
28-01-2025,14:06:00,42,Active,71.552,2.272,8.934,44.805,2.258,1.368,220.825,0.444,14.477,Low,32.61500000000001,4.820980242331623
28-01-2025,14:07:00,44,Idle,71.865,1.531,6.402,22.594,1.075,2.878,218.302,0.166,0.21,Medium,66.656,9.252437060269559
28-01-2025,14:08:00,43,Active,36.868,4.627,7.475,12.048,2.209,8.555,260.73,0.209,14.287,Low,65.862,19.982372777437156
28-01-2025,14:09:00,43,Active,78.895,0.9,2.775,47.163,1.777,3.658,403.905,0.826,11.619,Low,35.06700000000001,8.386209330814111
28-01-2025,14:10:00,47,Maintenance,34.629,4.511,3.854,7.265,4.978,4.091,200.477,0.597,14.024,Low,42.955000000000005,24.256140350877192
28-01-2025,14:11:00,6,Active,38.376,0.745,4.656,25.462,3.801,3.955,263.284,0.243,7.653,Low,36.528000000000006,9.949512508502758
28-01-2025,14:12:00,29,Active,58.582,2.001,4.266,40.486,2.352,3.642,434.756,0.274,14.648,Low,35.994,10.479583473943016
28-01-2025,14:13:00,27,Maintenance,88.225,2.025,2.662,4.932,3.428,1.266,415.463,0.725,12.796,Low,60.788,70.03759271746459
28-01-2025,14:14:00,43,Active,74.984,0.521,1.968,46.291,0.884,3.941,435.401,0.027,8.181,Low,44.869,9.206846968767843
28-01-2025,14:15:00,2,Active,35.858,0.84,6.16,20.865,3.807,0.588,494.354,0.123,7.476,Low,41.065,22.609375714612394
28-01-2025,14:16:00,22,Active,33.73,1.609,3.944,22.424,4.669,8.783,428.603,0.594,0.686,High,30.885999999999996,18.297600751366122
28-01-2025,14:17:00,9,Maintenance,66.668,2.402,5.677,21.56,3.96,2.951,312.69,0.741,5.563,Low,38.84,13.860372340425533
28-01-2025,14:18:00,11,Active,35.324,2.54,8.133,38.68,2.513,7.564,324.213,0.05,9.383,Low,36.190000000000005,8.17069052419355
28-01-2025,14:19:00,16,Maintenance,41.845,0.433,8.242,32.846,2.299,2.556,180.234,0.297,11.704,Low,44.164,5.325119659634817
28-01-2025,14:20:00,45,Active,74.083,4.753,3.374,38.637,2.356,0.792,102.142,0.778,6.729,Low,37.803,2.57693569139945
28-01-2025,14:21:00,13,Active,66.309,4.24,5.305,7.555,1.042,1.57,309.826,0.991,9.571,Low,82.025,36.21578024547049
28-01-2025,14:22:00,18,Active,40.157,0.305,6.48,30.642,1.82,8.187,432.473,0.485,1.055,High,51.158,13.667688515264523
28-01-2025,14:23:00,25,Idle,43.525,2.206,2.569,7.874,2.11,7.377,70.453,0.342,0.817,Low,71.02600000000001,7.9392607617759765
28-01-2025,14:24:00,33,Active,48.821,4.334,9.861,25.494,0.344,0.052,395.13,0.042,13.896,Low,71.066,14.913942779497244
28-01-2025,14:25:00,10,Active,75.27,4.075,9.625,4.539,0.39,7.69,307.57,0.39,12.016,Low,91.561,55.528073659505324
28-01-2025,14:26:00,30,Idle,51.884,0.21,2.308,22.654,0.438,5.248,431.675,0.195,9.472,Low,72.96600000000001,18.249556100448128
28-01-2025,14:27:00,49,Active,70.806,2.389,3.739,41.905,3.751,6.283,53.874,0.59,3.73,Low,20.585000000000008,1.2556578487355787
28-01-2025,14:28:00,1,Maintenance,72.976,1.687,4.6,34.175,2.566,6.055,73.561,0.959,8.226,Low,40.165000000000006,2.0912864250177687
28-01-2025,14:29:00,33,Active,62.933,3.561,5.266,17.696,2.652,8.112,377.659,0.174,0.606,Medium,55.784,20.199989302524603
28-01-2025,14:30:00,49,Active,75.491,1.445,2.191,17.098,3.167,3.045,211.835,0.559,1.519,Medium,51.232,11.704884517626258
28-01-2025,14:31:00,15,Active,38.281,4.528,8.909,28.748,1.934,7.709,489.754,0.642,12.407,Low,51.912,16.463426112679844
28-01-2025,14:32:00,29,Active,63.313,4.113,7.188,38.923,1.139,7.989,464.141,0.249,6.606,Low,49.687,11.625904866868723
28-01-2025,14:33:00,2,Active,85.382,1.201,6.233,1.137,2.104,6.966,61.993,0.377,5.563,Low,77.82300000000001,29.009358914365933
28-01-2025,14:34:00,11,Active,49.589,2.75,2.028,37.611,3.871,9.589,438.395,0.146,6.991,Low,23.679000000000002,11.354147781720236
28-01-2025,14:35:00,34,Active,36.823,1.027,8.564,34.667,1.478,9.365,383.542,0.559,13.088,Low,50.553,10.753413519499816
28-01-2025,14:36:00,41,Active,48.993,2.736,1.942,32.147,4.517,9.524,416.099,0.141,0.129,High,22.682999999999993,12.553142064138534
28-01-2025,14:37:00,19,Active,49.569,1.021,7.569,11.082,1.659,1.741,228.448,0.693,6.842,Low,72.328,18.908127793411687
28-01-2025,14:38:00,2,Idle,84.399,2.266,3.642,18.246,1.374,8.015,85.552,0.054,1.879,Low,68.014,4.4451834147355305
28-01-2025,14:39:00,48,Active,86.898,4.375,8.311,5.164,2.563,4.931,99.962,0.365,14.918,Low,69.20599999999999,16.217066839714473
28-01-2025,14:40:00,20,Idle,68.422,0.562,8.259,18.66,1.766,3.094,151.359,0.556,13.308,Low,63.68,7.69883011190234
28-01-2025,14:41:00,41,Active,62.846,3.642,9.707,48.607,0.39,4.06,458.257,0.895,12.138,Low,47.493,9.237748704819884
28-01-2025,14:42:00,31,Active,51.305,4.308,9.249,35.758,3.854,8.595,342.949,0.031,3.032,Medium,25.701999999999998,9.329914576418739
28-01-2025,14:43:00,4,Active,65.203,4.533,5.356,20.859,0.686,6.429,360.567,0.198,0.324,Medium,72.281,16.49512786495265
28-01-2025,14:44:00,29,Active,36.751,1.565,8.004,25.734,4.98,3.028,160.548,0.882,13.597,Low,24.465999999999994,6.005386399341662
28-01-2025,14:45:00,30,Active,80.11,2.746,6.244,36.798,1.56,6.998,365.243,0.637,4.626,Medium,47.602,9.663024498650723
28-01-2025,14:46:00,13,Idle,30.52,0.186,2.683,8.357,4.007,9.708,423.087,0.309,11.905,Low,51.57300000000001,45.21609490221225
28-01-2025,14:47:00,15,Active,39.194,2.674,8.881,36.794,3.497,3.102,272.121,0.224,3.945,Medium,28.236000000000004,7.200111128750596
28-01-2025,14:48:00,20,Idle,53.665,1.153,6.826,38.477,3.245,4.699,69.685,0.547,5.782,Low,29.073000000000008,1.7652050561086203
28-01-2025,14:49:00,34,Active,41.934,2.674,7.396,48.311,1.048,2.062,327.525,0.824,7.563,Low,41.209,6.642027133905214
28-01-2025,14:50:00,28,Active,66.267,3.733,2.355,48.964,3.231,2.786,486.189,0.125,2.397,Medium,18.726,9.730786166039548
28-01-2025,14:51:00,20,Active,88.048,1.795,1.591,19.565,4.666,9.803,166.772,0.631,3.039,Low,33.77499999999999,8.109506442985655
28-01-2025,14:52:00,50,Active,83.69,4.831,1.855,15.453,0.271,3.716,73.096,0.04,6.853,Low,81.837,4.442715614173707
28-01-2025,14:53:00,25,Active,83.008,2.22,2.702,47.935,2.942,4.242,93.794,0.39,9.879,Low,22.644999999999996,1.9167058342699497
28-01-2025,14:54:00,27,Active,36.926,1.331,6.298,9.775,1.88,5.914,369.774,0.428,1.079,Medium,71.425,34.317772621809745
28-01-2025,14:55:00,30,Active,62.74,0.178,1.674,34.76,4.721,0.509,162.074,0.183,4.311,Low,18.03,4.532270693512305
28-01-2025,14:56:00,41,Active,88.644,0.705,6.688,30.321,4.95,1.775,241.382,0.277,8.534,Low,20.179000000000002,7.706714345008141
28-01-2025,14:57:00,20,Active,60.745,1.691,8.532,48.452,1.453,3.145,134.454,0.897,9.725,Low,37.018,2.718878912885222
28-01-2025,14:58:00,1,Active,49.236,3.475,3.629,14.683,3.83,4.355,255.47,0.259,3.854,Medium,47.017,16.289612956704712
28-01-2025,14:59:00,35,Active,39.541,1.136,6.544,25.126,3.61,8.393,386.136,0.815,14.94,Low,38.773999999999994,14.779759626425783
28-01-2025,15:00:00,49,Active,68.088,1.046,7.705,7.15,2.943,7.722,137.916,0.721,9.0,Low,63.42,16.922208588957055
28-01-2025,15:01:00,43,Active,59.909,3.726,3.289,27.728,4.883,5.567,80.927,0.677,8.721,Low,23.442000000000007,2.8170077972709553
28-01-2025,15:02:00,24,Active,36.378,1.593,9.737,34.643,0.962,5.778,117.305,0.479,2.636,Low,55.737,3.2911090536711276
28-01-2025,15:03:00,25,Active,53.435,0.354,3.338,47.38,0.911,6.804,204.949,0.886,14.52,Low,43.51,4.236233980983878
28-01-2025,15:04:00,40,Active,67.924,1.646,3.633,26.044,0.906,3.606,396.171,0.339,8.945,Low,64.896,14.64912734802544
28-01-2025,15:05:00,12,Active,56.831,2.649,4.463,38.002,3.65,4.163,369.695,0.108,5.618,Low,25.49799999999999,9.478872878313933
28-01-2025,15:06:00,11,Active,74.43,2.27,9.368,25.101,1.847,1.322,282.988,0.558,1.206,Medium,56.429,10.842036703574577
28-01-2025,15:07:00,30,Active,61.859,3.102,9.422,22.767,0.504,2.574,169.049,0.222,3.69,Low,72.193,7.1127613918458374
28-01-2025,15:08:00,13,Active,84.928,1.591,3.918,7.199,2.556,4.698,394.827,0.755,5.885,Low,67.241,48.15550676911818
28-01-2025,15:09:00,47,Maintenance,35.956,1.857,6.201,47.256,4.454,5.246,321.43,0.678,12.741,Low,8.204000000000008,6.660933355437666
28-01-2025,15:10:00,25,Active,39.348,4.154,9.293,32.428,3.214,4.882,319.656,0.144,13.874,Low,35.432,9.562522436280963
28-01-2025,15:11:00,25,Idle,38.072,2.962,7.3,37.483,4.767,0.436,377.588,0.851,3.314,Medium,14.847000000000008,9.811813008341346
28-01-2025,15:12:00,17,Active,59.717,3.771,1.846,48.135,2.346,1.07,306.774,0.978,11.811,Low,28.405,6.243492418846037
28-01-2025,15:13:00,12,Active,53.132,3.335,8.939,15.835,2.052,2.478,225.303,0.178,5.395,Low,63.644999999999996,13.383011583011582
28-01-2025,15:14:00,11,Active,65.732,2.112,5.432,3.97,2.057,8.798,220.857,0.452,0.838,Medium,75.46000000000001,44.43802816901408
28-01-2025,15:15:00,10,Active,69.497,4.817,8.897,18.39,0.75,3.576,201.553,0.648,0.993,Medium,74.11,10.394687983496647
28-01-2025,15:16:00,17,Active,37.996,4.349,5.363,47.427,3.558,9.325,159.859,0.754,6.707,Low,16.992999999999995,3.3010304169161833
28-01-2025,15:17:00,45,Active,60.988,0.909,2.427,8.139,4.197,4.484,126.441,0.597,11.824,Low,49.891000000000005,13.835321151110627
28-01-2025,15:18:00,16,Active,71.135,1.652,4.692,12.736,4.65,1.482,257.474,0.864,14.457,Low,40.763999999999996,18.744467093768197
28-01-2025,15:19:00,20,Idle,63.668,1.571,8.941,26.655,4.218,7.816,224.209,0.596,1.217,Medium,31.164999999999992,8.107358524679082
28-01-2025,15:20:00,49,Idle,80.408,4.914,8.681,41.421,1.238,7.511,196.156,0.674,0.465,Low,46.199,4.624030550906391
28-01-2025,15:21:00,5,Active,78.665,3.019,6.221,39.418,0.244,2.122,93.392,0.598,0.139,Low,58.142,2.3106536691573063
28-01-2025,15:22:00,41,Active,58.541,0.743,8.658,7.318,1.018,4.059,375.677,0.121,14.8,Low,82.50200000000001,45.1643423899976
28-01-2025,15:23:00,32,Active,50.487,0.391,7.035,37.436,0.59,9.188,499.435,0.182,11.855,Low,56.664,12.993937974815278
28-01-2025,15:24:00,27,Active,55.503,4.975,7.276,30.265,2.574,1.712,266.312,0.888,7.897,Low,43.995000000000005,8.517895410203103
28-01-2025,15:25:00,4,Idle,87.556,3.597,8.845,43.22,3.873,5.328,74.542,0.201,3.18,Low,18.049999999999997,1.6857078245137946
28-01-2025,15:26:00,41,Active,79.108,4.807,1.579,33.016,2.724,1.406,158.484,0.838,4.227,Low,39.744,4.659101599247413
28-01-2025,15:27:00,48,Active,78.059,0.613,2.765,42.066,1.316,8.026,63.092,0.43,7.664,Low,44.774,1.4650071982538428
28-01-2025,15:28:00,7,Active,65.57,2.473,5.082,6.085,2.011,9.162,371.192,0.917,6.476,Low,73.805,52.39124911785462
28-01-2025,15:29:00,46,Idle,56.844,3.518,2.986,4.349,0.797,3.617,104.031,0.282,6.362,Low,87.681,19.448681996634885
28-01-2025,15:30:00,14,Active,87.639,2.04,5.557,7.708,1.461,7.503,159.672,0.709,7.592,Low,77.682,18.33624253559945
28-01-2025,15:31:00,39,Active,30.958,0.543,1.973,3.065,1.095,4.408,283.532,0.323,1.168,Medium,85.985,69.74956949569496
28-01-2025,15:32:00,24,Idle,40.297,3.191,8.533,46.09,1.914,9.901,463.009,0.421,4.738,Medium,34.769999999999996,9.832427266935655
28-01-2025,15:33:00,48,Active,67.615,3.035,2.416,40.448,0.177,1.651,386.709,0.906,13.467,Low,57.782,9.329979733642155
28-01-2025,15:34:00,18,Active,40.245,0.892,7.994,45.3,0.317,6.473,494.842,0.711,2.496,Medium,51.53,10.687732181425487
28-01-2025,15:35:00,38,Maintenance,30.155,1.872,5.521,34.921,4.085,5.056,323.8,0.008,13.667,Low,24.229000000000013,9.014225661869101
28-01-2025,15:36:00,39,Idle,44.959,0.748,5.682,39.46,0.937,1.552,186.413,0.359,1.66,Low,51.17,4.607340583292141
28-01-2025,15:37:00,40,Active,39.994,4.288,6.819,26.823,1.147,0.274,204.046,0.049,4.925,Medium,61.706999999999994,7.333716709197426
28-01-2025,15:38:00,1,Active,85.907,3.937,5.527,1.467,1.173,5.993,224.47,0.608,3.218,Medium,86.803,90.98905553303608
28-01-2025,15:39:00,17,Active,74.912,2.032,4.199,6.265,4.401,2.601,496.541,0.42,9.273,Low,49.725,68.34700619408122
28-01-2025,15:40:00,26,Active,62.518,2.437,7.429,47.107,4.011,8.199,176.281,0.859,5.493,Low,12.783000000000001,3.6643523811503527
28-01-2025,15:41:00,22,Idle,54.798,3.573,9.804,2.016,1.719,8.555,254.031,0.09,1.138,Medium,80.794,84.22778514588859
28-01-2025,15:42:00,39,Active,60.172,3.734,3.755,39.672,4.789,9.204,311.281,0.958,3.774,Medium,12.438000000000002,7.653447088906374
28-01-2025,15:43:00,18,Active,65.329,4.357,1.871,4.605,4.346,1.09,338.177,0.095,1.653,Medium,51.935,60.33487957181088
28-01-2025,15:44:00,38,Maintenance,58.126,0.822,7.552,41.796,4.77,9.025,83.723,0.368,10.562,Low,10.504000000000005,1.9563276941770258
28-01-2025,15:45:00,28,Active,42.73,3.293,8.979,5.089,4.079,3.071,203.335,0.547,7.248,Low,54.121,33.393824930202
28-01-2025,15:46:00,21,Idle,42.713,4.69,8.09,28.644,0.441,6.866,200.925,0.008,5.347,Low,66.946,6.777931453245177
28-01-2025,15:47:00,38,Maintenance,60.146,3.225,8.814,22.38,4.015,1.316,283.828,0.148,11.776,Low,37.47,12.13977758768178
28-01-2025,15:48:00,33,Active,46.28,3.963,3.456,14.079,1.994,9.212,482.512,0.276,14.598,Low,65.981,31.998938921679155
28-01-2025,15:49:00,30,Maintenance,37.024,4.798,2.713,30.976,0.002,4.137,220.999,0.615,14.098,Low,69.004,6.911402301726294
28-01-2025,15:50:00,42,Idle,33.028,0.768,3.344,7.225,3.582,7.012,374.26,0.856,9.721,Low,56.955000000000005,45.50273556231003
28-01-2025,15:51:00,8,Active,31.931,4.366,4.538,28.123,0.186,0.136,378.916,0.014,12.457,Low,70.017,13.010884867630395
28-01-2025,15:52:00,30,Active,60.432,1.097,5.683,27.185,0.384,4.064,359.2,0.227,0.789,Medium,68.975,12.74436757140323
28-01-2025,15:53:00,39,Idle,82.519,4.168,5.814,48.411,3.39,4.971,423.137,0.53,5.285,Low,17.688999999999993,8.563619436967477
28-01-2025,15:54:00,9,Idle,43.21,3.033,7.93,29.959,4.156,8.549,259.386,0.608,2.575,Medium,28.480999999999995,8.378371394424885
28-01-2025,15:55:00,33,Active,39.291,3.009,9.505,31.291,2.382,5.999,133.695,0.355,10.565,Low,44.888999999999996,4.140317735591961
28-01-2025,15:56:00,43,Idle,86.67,3.121,8.606,47.007,0.317,9.105,95.763,0.11,14.833,Low,49.823,1.9947715958089447
28-01-2025,15:57:00,29,Active,34.515,1.127,4.846,28.77,2.406,4.094,131.935,0.661,11.582,Low,47.17,4.431810547531072
28-01-2025,15:58:00,31,Active,40.014,0.5,3.169,48.984,0.957,9.476,353.853,0.867,6.417,Low,41.446,7.079325384122919
28-01-2025,15:59:00,3,Maintenance,46.083,2.772,6.651,40.234,3.318,1.592,239.643,0.196,1.433,Medium,26.586,5.811781539506232
28-01-2025,16:00:00,50,Active,59.413,4.0,2.41,44.008,0.08,6.616,477.323,0.961,0.37,High,55.192,10.60529239246356
28-01-2025,16:01:00,38,Active,33.4,2.166,9.733,49.651,3.364,8.264,364.785,0.779,10.588,Low,16.709000000000003,7.201930860200194
28-01-2025,16:02:00,11,Active,72.807,4.252,8.774,33.119,3.105,6.93,336.394,0.063,5.17,Low,35.831,9.859433160409157
28-01-2025,16:03:00,5,Active,79.489,1.159,5.598,11.553,0.732,3.759,482.045,0.378,5.037,Low,81.127,38.40078068987493
28-01-2025,16:04:00,31,Active,64.801,0.359,6.731,13.083,1.932,9.198,434.014,0.634,11.409,Low,67.59700000000001,30.81829155719662
28-01-2025,16:05:00,20,Active,77.195,0.688,5.455,32.613,2.188,0.78,223.126,0.547,1.672,Medium,45.507,6.638086454645524
28-01-2025,16:06:00,4,Maintenance,65.958,0.747,3.657,7.455,4.677,6.736,251.034,0.576,1.355,Medium,45.775000000000006,29.690597279716144
28-01-2025,16:07:00,8,Active,62.236,3.216,6.828,27.988,0.383,2.019,467.988,0.158,8.722,Low,68.18199999999999,16.144197599006485
28-01-2025,16:08:00,42,Active,74.164,1.683,7.054,45.144,4.027,3.587,162.691,0.554,10.24,Low,14.585999999999999,3.525723821081831
28-01-2025,16:09:00,35,Active,83.681,4.062,8.273,3.451,3.436,3.488,283.535,0.288,0.394,Medium,62.189,63.701415412266904
28-01-2025,16:10:00,13,Active,75.132,2.442,3.39,46.901,3.157,1.848,137.628,0.4,4.262,Low,21.528999999999996,2.873175925346026
28-01-2025,16:11:00,49,Active,46.236,0.925,7.429,9.673,1.697,8.775,165.077,0.167,1.21,Low,73.357,15.466785346200693
28-01-2025,16:12:00,5,Active,42.721,4.828,7.415,9.987,0.812,4.396,344.457,0.622,7.72,Low,81.893,31.3513242923455
28-01-2025,16:13:00,40,Active,47.378,2.882,6.655,37.624,0.61,6.713,100.41,0.813,2.16,Low,56.275999999999996,2.5996789560894777
28-01-2025,16:14:00,19,Active,58.272,2.704,6.778,46.738,4.2,8.825,84.957,0.591,6.719,Low,11.262,1.7796514307260463
28-01-2025,16:15:00,18,Active,56.884,0.706,9.271,36.823,3.635,8.266,423.102,0.195,5.006,Low,26.826999999999998,11.186368082912512
28-01-2025,16:16:00,33,Active,50.556,1.307,4.364,20.806,0.975,9.554,422.386,0.709,13.298,Low,69.444,19.37017334678529
28-01-2025,16:17:00,4,Active,38.662,0.226,3.209,45.831,0.64,8.588,492.522,0.537,12.661,Low,47.769,10.517007964809634
28-01-2025,16:18:00,18,Maintenance,89.093,3.151,5.546,33.077,0.494,2.734,194.263,0.935,8.004,Low,61.983000000000004,5.700707221879861
28-01-2025,16:19:00,46,Active,73.876,1.545,3.664,45.347,2.203,3.302,224.169,0.153,0.313,Medium,32.62299999999999,4.836753187908602
28-01-2025,16:20:00,24,Active,41.867,3.603,2.446,31.526,4.293,4.819,355.05,0.056,3.926,Medium,25.543999999999997,10.915882678472608
28-01-2025,16:21:00,43,Active,59.58,1.225,5.101,18.009,3.794,6.657,97.937,0.643,12.579,Low,44.050999999999995,5.1521384607291285
28-01-2025,16:22:00,29,Maintenance,49.685,3.343,7.044,12.73,4.61,6.447,236.842,0.253,1.085,Medium,41.17,17.249963583394027
28-01-2025,16:23:00,31,Active,82.989,2.354,6.587,8.996,2.284,8.859,341.561,0.359,9.488,Low,68.164,34.169767907162864
28-01-2025,16:24:00,28,Active,75.502,0.435,5.323,43.26,3.157,3.317,257.911,0.609,4.945,Medium,25.17,5.827180298237686
28-01-2025,16:25:00,9,Active,48.62,4.337,5.583,16.6,1.627,1.3,198.494,0.521,0.009,Low,67.13,11.278068181818181
28-01-2025,16:26:00,45,Active,80.727,4.094,1.568,34.307,0.193,0.946,443.054,0.932,11.746,Low,63.763,12.548616421672754
28-01-2025,16:27:00,26,Idle,35.167,4.523,8.856,35.365,4.058,7.571,329.437,0.92,8.967,Low,24.055000000000007,9.059177780833219
28-01-2025,16:28:00,49,Active,75.656,1.176,2.32,40.492,1.707,5.618,326.773,0.84,10.338,Low,42.438,7.875566374240819
28-01-2025,16:29:00,47,Active,46.108,1.539,5.039,5.907,3.204,3.393,143.99,0.386,2.291,Low,62.053,20.846966845229478
28-01-2025,16:30:00,2,Active,44.302,2.467,1.729,2.191,0.298,5.09,245.448,0.068,8.944,Low,94.82900000000001,76.91883422124727
28-01-2025,16:31:00,6,Active,61.22,2.422,2.581,16.311,0.657,6.829,476.299,0.538,13.909,Low,77.119,27.514239500895382
28-01-2025,16:32:00,29,Active,43.224,3.014,4.375,37.096,4.273,9.177,406.112,0.209,4.169,Medium,20.174000000000007,10.660226795464093
28-01-2025,16:33:00,26,Idle,31.974,0.406,6.12,12.545,0.041,7.383,213.552,0.053,3.17,Medium,87.045,15.76611295681063
28-01-2025,16:34:00,28,Idle,42.635,1.243,6.559,1.544,2.412,5.575,347.812,0.259,4.639,Medium,74.336,136.7185534591195
28-01-2025,16:35:00,7,Idle,35.701,4.571,8.567,26.012,2.005,0.706,242.555,0.876,10.906,Low,53.938,8.979527617355249
28-01-2025,16:36:00,34,Active,52.562,4.36,7.556,19.935,3.124,3.582,96.634,0.141,3.75,Low,48.825,4.6159063768808215
28-01-2025,16:37:00,45,Idle,72.432,2.307,4.687,42.296,3.837,0.262,232.379,0.007,13.128,Low,19.334000000000003,5.367216371027347
28-01-2025,16:38:00,10,Active,80.485,0.168,2.401,39.741,0.667,0.826,254.189,0.503,3.553,Medium,53.589,6.239144841805552
